
"Aa","Acuarelele spălate!","/home/adi/workspace/rebus/careuri-definitii-2/js/de-ziua-ta.js"
"Aa","Aripi de acvilă!","/home/adi/workspace/rebus/careuri-definitii-2/js/memento.js"
"Aa","Coajă de azimă!","/home/adi/workspace/rebus/careuri-definitii/js/gong-final.js"
"AA","Afară e farul stins!","/home/adi/workspace/rebus/careuri-definitii-3/js/zenda.js"
"AA","Afară, în exterior!","/home/adi/workspace/rebus/careuri-definitii/js/feerice.js"
"AA","Albă pe aripi!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-15.js"
"AA","Alună fără miez!","/home/adi/workspace/rebus/careuri-definitii-2/js/turrist-3.js"
"AA","Alună fără miez!","/home/adi/workspace/rebus/careuri-definitii-3/js/turrist-3.js"
"AA","Alună seacă!","/home/adi/workspace/rebus/careuri-definitii-3/js/fix-la-cinci.js"
"AA","America de la nord la sud!","/home/adi/workspace/rebus/careuri-definitii-9/js/mobbing.js"
"AA","Apă... fără peşte!","/home/adi/workspace/rebus/careuri-definitii/js/serviti-cu-apa.js"
"AA","Apărată pe flancuri!","/home/adi/workspace/rebus/careuri-definitii/js/greu-de-dezlegat-8.js"
"AA","Apar... în arena pustie!","/home/adi/workspace/rebus/careuri-definitii-3/js/jacuzzi.js"
"AA","Apar în stradă la Timișoara!","/home/adi/workspace/rebus/careuri-definitii-3/js/camee.js"
"AA","Apar... una după alta!","/home/adi/workspace/rebus/careuri-definitii-4/js/wilbinga.js"
"AA","Aranjată la margini!","/home/adi/workspace/rebus/careuri-definitii/js/greu-de-dezlegat-13.js"
"AA","Aripă laterală!","/home/adi/workspace/rebus/careuri-definitii-3/js/brier.js"
"AA","Aripi de acvilă!","/home/adi/workspace/rebus/careuri-definitii-2/js/bordaj.js"
"AA","aripi de acvilă!","/home/adi/workspace/rebus/careuri-definitii-2/js/despartire.js"
"AA","Aripi de acvilă!","/home/adi/workspace/rebus/careuri-definitii-2/js/lumi-paralele.js"
"AA","Aripi de acvilă!","/home/adi/workspace/rebus/careuri-definitii-2/js/turrist-1.js"
"AA","Aripi de acvilă!","/home/adi/workspace/rebus/careuri-definitii/js/briefing.js"
"AA","Aripi de acvilă!","/home/adi/workspace/rebus/careuri-definitii/js/dixit.js"
"AA","Aripi de albină!","/home/adi/workspace/rebus/careuri-definitii-4/js/black-mountain.js"
"AA","Armă descărcată!","/home/adi/workspace/rebus/careuri-definitii-3/js/fantasme.js"
"AA","Armă descărcată!","/home/adi/workspace/rebus/careuri-definitii-4/js/trasnai.js"
"AA","Armata desfășurată pe flancuri!","/home/adi/workspace/rebus/careuri-definitii-4/js/trasnai.js"
"AA","Armata dispusă pe flancuri!","/home/adi/workspace/rebus/careuri-definitii-3/js/parole-parole.js"
"AA","Aromă lipsită de tărie!","/home/adi/workspace/rebus/careuri-definitii-3/js/bigudiuri.js"
"AA","Asia pustie!","/home/adi/workspace/rebus/careuri-definitii-3/js/knock-down.js"
"AA","Burta unui contraamiral!","/home/adi/workspace/rebus/careuri-definitii-3/js/brasoave.js"
"AA","Doi de-a binelea!","/home/adi/workspace/rebus/careuri-definitii/js/facute-de-oaie-2.js"
"AA","Început şi sfârşit de agapă!","/home/adi/workspace/rebus/careuri-definitii/js/de-zile-mari.js"
"AA","Intrate în pielea unei artiste!","/home/adi/workspace/rebus/careuri-definitii-3/js/piste-false.js"
"AA","Până una-alta!","/home/adi/workspace/rebus/careuri-definitii/js/da-de-unde.js"
"AA","Perechea literală suverană celor cu figuri","/home/adi/workspace/rebus/careuri-definitii-2/js/meditatoare.js"
"AA","Periferii la Agigea... și la Azuga!","/home/adi/workspace/rebus/careuri-definitii-3/js/whist.js"
"AA","Periferiile Atenei!","/home/adi/workspace/rebus/careuri-definitii-3/js/tur-7.js"
"AA","Peşte scos din apă!","/home/adi/workspace/rebus/careuri-definitii-2/js/boacane.js"
"AA","Peşte scos din apă!","/home/adi/workspace/rebus/careuri-definitii/js/mozaic.js"
"AA","Şi una şi alta!","/home/adi/workspace/rebus/careuri-definitii-2/js/brand.js"
"AA","Una după alta!!","/home/adi/workspace/rebus/careuri-definitii-2/js/patru-culori.js"
"AA","Una după alta!","/home/adi/workspace/rebus/careuri-definitii/js/dedicatie-unui-amic.js"
"AA","Vin una peste alta!","/home/adi/workspace/rebus/careuri-definitii-3/js/axiome.js"
"AA","Vocaliză la doctor","/home/adi/workspace/rebus/careuri-definitii-4/js/er-buse2.js"
"AAA","Istria!","/home/adi/workspace/rebus/careuri-definitii-4/js/er-buse3.js"
"AB","Abandon din start!","/home/adi/workspace/rebus/careuri-definitii/js/cuturristii.js"
"AB","Abatere la stânga!","/home/adi/workspace/rebus/careuri-definitii-4/js/er-autorii.js"
"AB","Abces la incisivi!","/home/adi/workspace/rebus/careuri-definitii-2/js/zvac.js"
"AB","Abordări în deschidere!","/home/adi/workspace/rebus/careuri-definitii-4/js/buchet.js"
"AB","Abordate din start!","/home/adi/workspace/rebus/careuri-definitii-2/js/scheci.js"
"AB","Abuz fără de folos!","/home/adi/workspace/rebus/careuri-definitii-3/js/maree-1.js"
"AB","Abuz lipsit de folos!","/home/adi/workspace/rebus/careuri-definitii-3/js/nostimade.js"
"AB","Alb imaculat!","/home/adi/workspace/rebus/careuri-definitii/js/telerebus.js"
"AB","Arab stabilit la periferii... în Rabat!","/home/adi/workspace/rebus/careuri-definitii-3/js/verbiaj2.js"
"AB","Ba-i pe dos!","/home/adi/workspace/rebus/careuri-definitii-2/js/turrist-3.js"
"AB","Ba-i pe dos!","/home/adi/workspace/rebus/careuri-definitii-3/js/turrist-3.js"
"AB","Clasate primele la invatatura","/home/adi/workspace/rebus/careuri-definitii/js/bijuterii.js"
"AB","O gură de absint!","/home/adi/workspace/rebus/careuri-definitii/js/veleitati.js"
"AB","O vrabie jumulită!","/home/adi/workspace/rebus/careuri-definitii-3/js/zorzoane.js"
"AB","Prime la instrucție","/home/adi/workspace/rebus/careuri-definitii/js/croaziera-35.js"
"AB","Primele certificate de absolvire!","/home/adi/workspace/rebus/careuri-definitii-4/js/er-placheta3.js"
"AB","Primele certificate de absolvire!","/home/adi/workspace/rebus/careuri-definitii-9/js/trio.js"
"AB","Primele la abecedar!","/home/adi/workspace/rebus/careuri-definitii-3/js/snow-board.js"
"AB","Primele noţiuni... reluate în grabă!","/home/adi/workspace/rebus/careuri-definitii-3/js/stres-3.js"
"AB","Subiect tabu riveran aplombului!","/home/adi/workspace/rebus/careuri-definitii-2/js/vizuini.js"
"AB","Un abis nesfârșit!","/home/adi/workspace/rebus/careuri-definitii-3/js/heraldica.js"
"AB","Vârf de abanos!","/home/adi/workspace/rebus/careuri-definitii-2/js/vertij.js"
"AB","Vârf de abanos!","/home/adi/workspace/rebus/careuri-definitii/js/hobby-37.js"
"ABA","Albia țăranului","/home/adi/workspace/rebus/careuri-definitii/js/dublin-focsani.js"
"ABA","Albie ţărănească","/home/adi/workspace/rebus/careuri-definitii-2/js/marafet.js"
"ABA","Bătută în război","/home/adi/workspace/rebus/careuri-definitii/js/hobby-53.js"
"ABA","Impune grosimea straielor țărănești","/home/adi/workspace/rebus/careuri-definitii-3/js/nixis.js"
"ABA","Material care arată la fel pe ambele fețe","/home/adi/workspace/rebus/careuri-definitii-3/js/wilayat.js"
"ABA","Material de haină… cu față dublă!","/home/adi/workspace/rebus/careuri-definitii-3/js/reaparitii.js"
