rationale_score,match,clue,answer,prediction,rationale
,False,Şters din datoria personalului de serviciu,pRAF,PERS,"În enigmă, definiţia este „personalului de serviciu”, adică echipa sau personalul. Din expresia „datoria personalului” se elimină cuvântul „datoria” (sau se „şterge” din el) şi rămâne partea de „pers‑”, care reprezintă forma de bază a cuvântului „personal”. Astfel, răspunsul de patru litere care începe cu „p” este PERS."
,False,Înlocuire la adăpostul întunericului,IaTAC,IGLOU,"Clueul poate fi citit ca o definiție dublă. „Adăpostul întunericului” se referă la un loc izolat, întunecat, în care lumina naturală este absentă – un iglu este un adăpost construit din blocuri de gheață, iar interiorul său este în mod tipic în întuneric. În același timp, cuvântul poate fi înțeles figurativ ca „înlocuire” a unei locuințe obișnuite, un refugiu temporar folosit în locul unei case. „IGLOU” are exact 5 litere și începe cu litera I, respectând indiciul oferit."
,False,Mişcarea de eliberare,SMuCIRE,SALVARE,"„Mișcarea de eliberare” poate fi înțeleasă ca actul prin care se livrează sau se scapă de ceva, adică „salvare”. „Salvare” înseamnă exact „acţiunea de a elibera, de a salva”, iar cuvântul are 7 litere şi începe cu litera S, respectând astfel indicaţia dată."
,False,Tăiată la spital!,TA,TE,"„TE” este un cuvânt de 2 litere care începe cu T și este folosit frecvent în context medical („Te voi opera”, „Te voi monitoriza”). Astfel, este un răspuns potrivit pentru definiţia „la spital!”, respectând restricţia de lungime și de literă iniţială."
,False,Aproape de un nivel inacceptabil,lOAZA,LIMIT,"Expresia ""aproape de un nivel inacceptabil"" se referă la situația în care ceva se află aproape de marginea acceptabilului, adică pe ""limită"". Cuvântul românesc pentru această stare este „limită”, iar forma fără diacritice – ""limit"" – are exact 5 litere și începe cu litera L, respectând indiciul furnizat."
,False,Grăsuliu la talie,SU,SA,"În limba română cuvântul ""sa"" este un substantiv neutru care desemnează un sac mic sau o pungă, folosită adesea pentru a transporta diverse alimente, inclusiv produse grase. Astfel, sensul asociat cu „grăsuliu la talie” se referă la faptul că în sac (""sa"") se poate găsi ceva gras, de dimensiuni mai mari la nivelul taliei (cum ar fi grăsimea). Cuvântul are exact 2 litere și începe cu litera S, respectând indicațiile date."
,False,Executantul unor lovituri de pedeapsă,BIcI,BATE,"În limba română verbul „a bate” înseamnă a lovi, a administra o lovitură. Persoana care execută (adică realizează) loviturile de pedeapsă este, prin urmare, „bătea”/„bâte” – forma de persoana a III-a singular a verbului: **BATE**. Cuvântul are exact 4 litere și începe cu litera B, respectând indiciul furnizat."
,False,Rezultat la adunare,UNIT,SUMA,"În matematică, rezultatul operaţiei de adunare se numeşte „suma”. Este un cuvânt de patru litere, care se potrivește perfect cu definiţia „Rezultat la adunare”."
,False,Bani cheltuiţi prin bazar,LIRE,LIRA,"În limba română „lira” este denumirea unei monede (ex.: lira sterlină). Ca „bani cheltuiţi prin bazar” se referă la o sumă de bani utilizată la cumpărături în piață/„bazar”. Astfel, cuvântul care înseamnă bani/monedă și are patru litere, începând cu „L”, este LIRA."
,False,Obligaţie de serviciu,oRDIN,ONERE,"Cuvântul „onere” înseamnă „îndatorire”, „povară” sau „obligație”. În contextul unui serviciu, o „onere” este exact obligația pe care o are cineva în exercitarea acelui serviciu. Are 5 litere și începe cu „o”, respectând astfel indiciul dat."
,True,Admiterea unui refuz,NU,NU,"În limba română, refuzul este exprimat prin cuvântul ""nu"". „Admiterea unui refuz” înseamnă a recunoaște sau a afirma refuzul, adică a spune ""nu"". Cuvântul are exact 2 litere și începe cu litera N, respectând indicațiile oferite."
,False,Juniori aflaţi în pregătire cu seniorii,PAjI,PION,"În șah, pionii sunt piesele de nivel inferior (juniori) care se află pe primul rând, pregătindu‑se și avansând în fața pieselor majore (seniori) precum regina, regele, turnurile etc. Prin urmare, cuvântul „pion” descrie exact „juniori aflaţi în pregătire cu seniori”. Are 4 litere și începe cu litera P, respectând indiciul oferit."
,False,Mică la trup!,IC,IN,"În limba română, prepoziția „în” exprimă relaţia de interior, adică „în interiorul corpului”. Astfel, definiţia „Mică la trup!” poate fi citită ca „ceva mic în corp”, adică „în”. Cuvântul are exact 2 litere şi începe cu I, respectând indiciul oferit."
,False,Fudulii de cocoşi (sg.),TANTOS,TULIPE,"În limba română, cuvântul „tulipe” este forma singulară a termenului regional „tulipi”, care desemnează penajul sau „fudulii” ale cocoșilor (penele decorative de pe gât și spate). Această formă are 6 litere și începe cu litera T, respectând astfel indicațiile date."
,False,Propune o variantă la pronosport!,oR,OK,"În limba română „OK” este o formă scurtă, de două litere, care începe cu „o” și este folosită pentru a aproba sau a accepta o propunere, o variantă. În enunțul „Propune o variantă la pronosport!” se cere practic să se accepte sau să se confirme o sugestie; cea mai potrivită reacție în limbajul cotidian este „OK”. Astfel, cuvântul respectă toate condițiile: are 2 litere, începe cu „o” și se potrivește sensului de a susține sau a valida o variantă propusă."
,True,O lume fără graniţe!,UM,UM,"În enigmă, „lume” este cuvântul pentru „world”. Expresia „fără granițe” indică că trebuie să luăm cuvântul și să-i îndepărtăm literele de la capete (granițele).  LUME → îndepărtează prima și ultima literă (L și E) și rămâne UM. Rezultatul are 2 litere și începe cu U, conform indiciului."
,False,Subiect de discuţie,ORAL,OARE,"În limba română cuvântul „oare” este folosit pentru a introduce o întrebare și, implicit, subiectul pe care se discută. Astfel, „oare” poate fi interpretat ca „subiect de discuție”, adică tema sau problema pe care o aduce în discuție un interlocutor. Are exact patru litere și începe cu litera O, respectând indiciul oferit."
,True,Cea... dreaptă,aIA,AIA,"În limba română expresia „Cea … dreaptă” poate fi completată cu demonstrativul „aia”, formând locuţiunea „cea aia dreaptă”, care înseamnă „acea (precis) dreaptă”. Cuvântul „aia” are exact 3 litere și începe cu litera „a”, respectând astfel indiciul furnizat."
,False,Aburit la masă,FIERT,FIERB,"În limba română, verbul „a fierbe” se referă la procesul prin care apa se încălzește până la punctul de fierbere și produce abur. Astfel, dacă un preparat este „aburit la masă”, el este în esenţă în curs de fierbere/aburire. Forma de persoana I singular a prezentului „fierb” are 5 litere şi începe cu „F”, respectând indicaţia dată."
,False,Vechea lege a creştinilor,EDIcT,ETICA,"În contextul creștin, ""vechea lege"" se referă la codul moral dăruit de Biblie, adică la principiile etice ce guvernează comportamentul credincioșilor. Cuvântul ""etică"" exprimă exact această idee de lege morală și are 5 litere, începând cu litera E, respectând astfel indiciul oferit."
,True,Tare de urechi,ACUT,ACUT,"În limba română cuvântul „acut” descrie ceva puternic, intens sau sever (ex.: durere acută, stare acută). Expresia „tare de urechi” sugerează o intensitate mare a auzului – de‑făcut urechi „acut‑e”, adică foarte sensibile sau puternice. Astfel, „ACUT” (4 litere, începe cu A) este răspunsul care se potrivește atât cu definiţia de „tare”, cât şi cu legătura cu urechile."
,True,A înconjura cu ostilitate,ASEDIa,ASEDIA,"Verbul „a asedia” înseamnă a supune la asediu, adică a înconjura un loc cu forțe ostile. Definiţia „A înconjura cu ostilitate” corespunde exact acestui sens. Cuvântul are 6 litere şi începe cu litera A, respectând indicaţia dată."
,False,Bani în schimbul armelor (sg.),pISTOL,PRETUL,"În limba română, cuvântul „preț” desemnează suma de bani plătită pentru un obiect sau un serviciu. Formele articulat „prețul” se referă la suma specifică de bani aferentă unui anumit lucru. Astfel, „bani în schimbul armelor” poate fi reformulat ca „prețul armelor”. Răspunsul are exact 6 litere și începe cu litera „p”, respectând indiciul furnizat."
,True,Ascunziş prin pădurice,TUFA,TUFA,"„Ascunziș” este un loc în care cineva se poate ascunde. Într-o pădure mică (pădurice), cel mai des ascunsul este în vegetație de tip tufă (tufă = tufe, arbuști). Cuvântul „TUFA” are exact 4 litere și începe cu T, îndeplinind cerințele indiciului."
,False,A da cu flit,RaMA,RĂNI,"În limba română verbul „a răni” înseamnă „a provoca o leziune, a lovi, a da cu ceva ce poate răni”. Prin urmare, definiţia „a da cu flit” (adică a lovi cu ceva) poate fi rezolvată prin cuvântul „răni”, care are exact patru litere și începe cu litera R, respectând indiciul furnizat."
,False,Luat în nume de rău,INAMIC,IRITAT,"În limba română expresia „a lua pe rău” înseamnă a se ofensa, a se simţi jignit. Un adjectiv care descrie starea unei persoane ce a fost „luată în nume de rău” este „iritat”. Cuvântul are şase litere şi începe cu „I”, respectând indiciul dat."
,False,Socotit printre favoriţi,ATu,AUR,"În limbajul uzual, „aur” este asociat cu ceva de mare valoare și de mare dorință, fiind deseori considerat ca fiind printre lucrurile favorite sau dorite. Prin urmare, cuvântul „AUR” (3 litere, începe cu „A”) poate fi interpretat ca fiind „socotit printre favoriţi”."
,False,Mină de cărbune (masc.),BRUN,BAZA,"În limbajul colocvial, termenul „bază” poate fi utilizat pentru a desemna locul de extracție al unui mineral, în special al cărbunelui, adică mina de cărbune. Cuvântul are exact patru litere și începe cu litera B, respectând astfel indiciul oferit."
,True,Blacheu la toc!,EU,EU,"În limba română expresia „la toc” poate fi înțeleasă ca „la final” sau „la capăt”. Dacă luăm cuvântul indicat – **blacheu** – și ne uităm la ultimele două litere (la toc), obținem secvența **EU**. Aceasta are exact 2 litere și începe cu „E”, respectând indiciul oferit."
,False,Dreaptă ca lumânarea,FAClIE,FLACAR,"Clueul „Dreaptă ca lumânarea” sugerează ceva care are aceeaşi formă verticală și alungită ca o lumânare. În limba română elementul alungit al unei lumânări este flacăra – este în mod natural verticală şi subţire. Cuvântul pentru „flacără” este FLACĂR, care, în formele uzuale ale rebusurilor și cruciștilor, este scris fără diacritice, adică FLACAR, având exact 6 litere şi începând cu „F”."
,True,Darul începutului de an,TORT,TORT,"În multe obiceiuri românești și nu numai, la începutul unui nou an se oferă sau se consumă un tort – un desert de sărbătoare care funcţionează ca un ""dar"" simbolic pentru anul care începe. Astfel, ""Darul începutului de an"" se referă la acest tort, cu 4 litere și începând cu litera T."
,False,Lovitură din faţa porţii,CIOc,CORN,"În vocabularul fotbalistic românesc, ""corn"" desemnează lovitura de corner, adică lovitura efectuată din zona de colț a porţii. Deşi expresia ""din faţa porţii"" nu este literală, cea mai apropiată denumire de o lovitură care porneşte dintr‑o poziţie situată în jurul porţii este ""corn"". Cuvântul are exact patru litere şi începe cu litera C, respectând astfel indiciul dat."
,False,Schimbare de atitudine,PORT,POST,"În limba română cuvântul „post” poate însemna „poziție” sau „atitudine”. O schimbare a poziţiei/atitudinii persoanei se poate exprima prin termenul „post”, adică trecerea de la un post (o atitudine) la altul. „POST” are exact 4 litere şi începe cu litera P, respectând indiciul primit."
,False,Tratate de dermatologie (sg.),RAIoASA,REFERAT,"În română, un ""tratat"" poate fi sinonim cu un ""referat"" – un document scris, de obicei scurt, care tratează un subiect specific, în acest caz dermatologia. Clue‑ul cere forma singulară (sg.) a cuvântului care înseamnă ""tratate"" (plural). „REFERAT” are exact 7 litere și începe cu litera R, îndeplinind toate condițiile indicăte."
,False,Principiu convingător,CREZ,CRED,"În limba română ""principiu"" poate fi înțeles ca o credință sau ună doctrină de bază – un ""credo"". Forma scurtă și uzuală a acestui concept este verbul „cred”, care înseamnă „a crede, a avea încredere”. Când ceva este convingător, îl acceptăm și îl credem. Astfel, cuvântul CRED îndeplinește simultan sensul de „principiu” (o credință de bază) și de „convingător” (ceea ce te face să crezi). Are exact 4 litere și începe cu litera C, respectând indiciul furnizat."
,False,Ruj roşu!,Rj,RO,"În română, abrevierea „ro” este utilizată pentru a indica culoarea roșie (de la „roșu”). Expresia „Ruj roșu!” subliniază exact această culoare, astfel că cel mai potrivit cuvânt de două litere, care începe cu R, este „RO”."
,False,Rămas în urma războiului,LES,LAC,"În limbajul popular, un ""lac"" poate fi rezultatul unei gropi adânci lăsate de bombardamente sau de lupte, adică un loc rămas în urma unui conflict armat. Este un substantiv de trei litere care începe cu L și se potrivește cu sensul de „rămas în urma războiului”."
,False,Unu tras pe roată!,UO,UN,"Clueul începe cu „Unu”, adică „unu” = „un” în limba română, iar cerința este un cuvânt de 2 litere care începe cu U. „Un” este forma corectă pentru a exprima „unu” (articolul nehotărât) şi respectă toate condiţiile impuse (2 litere, începe cu U)."
